Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,250.0,250.0,5.0,1.0,0.0
1.0,3.0,20.0,270.0,1.0,1.0,0.0
1.0,4.0,20.0,290.0,1.0,1.0,0.0
1.0,5.0,170.0,460.0,5.0,1.0,0.0
1.0,6.0,20.0,480.0,2.0,1.0,0.0
1.0,7.0,170.0,650.0,5.0,1.0,0.0
1.0,8.0,20.0,670.0,0.0,1.0,0.0
1.0,9.0,-40.0,630.0,4.0,1.0,0.0
1.0,10.0,0.0,630.0,4.0,1.0,0.0
1.0,11.0,20.0,650.0,3.0,1.0,0.0
1.0,12.0,20.0,670.0,1.0,1.0,0.0
1.0,13.0,20.0,690.0,1.0,1.0,0.0
1.0,14.0,20.0,710.0,1.0,1.0,0.0
1.0,15.0,0.0,710.0,4.0,1.0,0.0
1.0,16.0,500.0,1210.0,5.0,1.0,0.0
1.0,17.0,20.0,1230.0,3.0,1.0,0.0
1.0,18.0,500.0,1730.0,5.0,1.0,0.0
1.0,19.0,20.0,1750.0,1.0,1.0,0.0
1.0,20.0,0.0,1750.0,4.0,1.0,0.0
1.0,21.0,20.0,1770.0,1.0,1.0,0.0
1.0,22.0,0.0,1770.0,4.0,1.0,0.0
1.0,23.0,20.0,1790.0,1.0,1.0,0.0
1.0,24.0,20.0,1810.0,1.0,1.0,0.0
1.0,25.0,20.0,1830.0,1.0,1.0,0.0
1.0,26.0,0.0,1830.0,4.0,1.0,0.0
1.0,27.0,500.0,2330.0,5.0,1.0,0.0
1.0,28.0,20.0,2350.0,1.0,1.0,0.0
1.0,29.0,20.0,2370.0,1.0,1.0,0.0
1.0,30.0,0.0,2370.0,4.0,1.0,0.0
1.0,31.0,500.0,2870.0,5.0,1.0,0.0
1.0,32.0,20.0,2890.0,3.0,1.0,0.0
1.0,33.0,20.0,2910.0,3.0,1.0,0.0
1.0,34.0,0.0,2910.0,4.0,1.0,0.0
1.0,35.0,500.0,3410.0,5.0,1.0,0.0
1.0,36.0,0.0,3410.0,4.0,1.0,0.0
1.0,37.0,20.0,3430.0,3.0,1.0,0.0
1.0,38.0,500.0,3930.0,5.0,1.0,0.0
1.0,39.0,0.0,3930.0,4.0,1.0,0.0
1.0,40.0,20.0,3950.0,1.0,1.0,0.0
1.0,41.0,20.0,3970.0,1.0,1.0,0.0
1.0,42.0,20.0,3990.0,1.0,1.0,0.0
1.0,43.0,500.0,4490.0,5.0,1.0,0.0
1.0,44.0,20.0,4510.0,2.0,1.0,0.0
1.0,45.0,0.0,4510.0,4.0,1.0,0.0
1.0,46.0,20.0,4530.0,2.0,1.0,0.0
1.0,47.0,20.0,4550.0,2.0,1.0,0.0
1.0,48.0,0.0,4550.0,4.0,1.0,0.0
1.0,49.0,0.0,4550.0,4.0,1.0,0.0
1.0,50.0,20.0,4570.0,2.0,1.0,0.0
1.0,51.0,0.0,4570.0,4.0,1.0,0.0
1.0,52.0,500.0,5070.0,5.0,1.0,0.0
1.0,53.0,-10.127931490170834,5059.872068509829,0.0,1.0,0.0
1.0,54.0,14.638647625050325,5074.510716134879,3.0,1.0,0.0
1.0,55.0,0.0,5074.510716134879,4.0,1.0,0.0
1.0,56.0,0.0,5074.510716134879,4.0,1.0,0.0
1.0,57.0,1.9803902718556898,5076.491106406735,0.0,1.0,0.0
1.0,58.0,20.0,5096.491106406735,3.0,1.0,0.0
1.0,59.0,20.0,5116.491106406735,3.0,1.0,0.0
1.0,60.0,20.0,5136.491106406735,3.0,1.0,0.0
1.0,61.0,0.0,5136.491106406735,4.0,1.0,0.0
1.0,62.0,20.0,5156.491106406735,3.0,1.0,0.0
1.0,63.0,0.0,5156.491106406735,4.0,1.0,0.0
1.0,64.0,0.0,5156.491106406735,4.0,1.0,0.0
1.0,65.0,20.0,5176.491106406735,3.0,1.0,0.0
1.0,66.0,500.0,5676.491106406735,5.0,1.0,0.0
1.0,67.0,20.0,5696.491106406735,0.0,1.0,0.0
1.0,68.0,0.0,5696.491106406735,4.0,1.0,0.0
1.0,69.0,20.0,5716.491106406735,0.0,1.0,0.0
1.0,70.0,500.0,6216.491106406735,5.0,1.0,0.0
1.0,71.0,20.0,6236.491106406735,0.0,1.0,0.0
1.0,72.0,80.0,6316.491106406735,0.0,1.0,0.0
1.0,73.0,0.0,6316.491106406735,4.0,1.0,0.0
1.0,74.0,20.0,6336.491106406735,2.0,1.0,0.0
1.0,75.0,500.0,6836.491106406735,5.0,1.0,0.0
1.0,76.0,20.0,6856.491106406735,0.0,1.0,0.0
1.0,77.0,0.0,6856.491106406735,4.0,1.0,0.0
1.0,78.0,20.0,6876.491106406735,0.0,1.0,0.0
1.0,79.0,0.0,6876.491106406735,4.0,1.0,0.0
1.0,80.0,0.0,6876.491106406735,4.0,1.0,0.0
1.0,81.0,460.0,7336.491106406735,5.0,1.0,0.0
1.0,82.0,-20.0,7316.491106406735,0.0,1.0,0.0
1.0,83.0,-40.0,7276.491106406735,4.0,1.0,0.0
1.0,84.0,160.0,7436.491106406735,0.0,1.0,0.0
1.0,85.0,20.0,7456.491106406735,3.0,1.0,0.0
1.0,86.0,500.0,7956.491106406735,5.0,1.0,0.0
1.0,87.0,0.0,7956.491106406735,4.0,1.0,0.0
1.0,88.0,20.0,7976.491106406735,0.0,1.0,0.0
1.0,89.0,0.0,7976.491106406735,4.0,1.0,0.0
1.0,90.0,20.0,7996.491106406735,0.0,1.0,0.0
1.0,91.0,20.0,8016.491106406735,0.0,1.0,0.0
1.0,92.0,20.0,8036.491106406735,0.0,1.0,0.0
1.0,93.0,0.0,8036.491106406735,4.0,1.0,0.0
1.0,94.0,20.0,8056.491106406735,0.0,1.0,0.0
1.0,95.0,0.0,8056.491106406735,4.0,1.0,0.0
1.0,96.0,20.0,8076.491106406735,0.0,1.0,0.0
1.0,97.0,0.0,8076.491106406735,4.0,1.0,0.0
1.0,98.0,500.0,8576.491106406735,5.0,1.0,0.0
